Township Name,Sale date,Street,Type,Tenure,Storey,Bedrooms,Land area,Built-up,Price,Price PSF
"SS19, Subang Jaya, Selangor",16/02/2023,JALAN SS 19/1A,Terrace House - intermediate,Freehold,2,-,"1,873 sq. ft.",-,"RM 890,000",RM 475
"SS19, Subang Jaya, Selangor",09/02/2023,"JALAN SS 19/6A, SUBANG JAYA",Terrace House - intermediate,Freehold,2,-,720 sq. ft.,-,"RM 415,000",RM 576
"SS19, Subang Jaya, Selangor",05/01/2023,JALAN SS 19/6L,Terrace House - intermediate,Freehold,2,-,720 sq. ft.,-,"RM 450,000",RM 625
"SS19, Subang Jaya, Selangor",30/12/2022,JALAN SS 19/6A,Terrace House - intermediate,Freehold,2,-,729 sq. ft.,-,"RM 410,000",RM 562
"SS19, Subang Jaya, Selangor",19/12/2022,JALAN SS 19/4D,Bungalow,Freehold,2,-,"7,093 sq. ft.",-,"RM 3,000,000",RM 423
"SS19, Subang Jaya, Selangor",16/12/2022,JALAN SS 19/6E,Terrace House - intermediate,Freehold,2,-,720 sq. ft.,-,"RM 400,000",RM 556
"SS19, Subang Jaya, Selangor",24/11/2022,JALAN SS 19/1F,Terrace House - corner lot,Freehold,2,-,"3,035 sq. ft.",-,"RM 2,000,000",RM 659
"SS19, Subang Jaya, Selangor",26/10/2022,JALAN SS 19/5E,Terrace House - intermediate,Freehold,2,-,"1,970 sq. ft.",-,"RM 820,000",RM 416
"SS19, Subang Jaya, Selangor",20/10/2022,JALAN SS 19/4A,Bungalow,Freehold,2,-,"7,180 sq. ft.",-,"RM 1,800,000",RM 251
"SS19, Subang Jaya, Selangor",14/10/2022,JALAN SS 19/6,Terrace House - intermediate,Freehold,2,-,720 sq. ft.,-,"RM 415,000",RM 576
"TAMAN DESA ILMU, Kota Samarahan, Sarawak",03/02/2023,JALAN DATUK MOHD MUSA,Terrace House - intermediate,Leasehold,1,-,"1,646 sq. ft.",-,"RM 310,000",RM 188
"TAMAN DESA ILMU, Kota Samarahan, Sarawak",12/01/2023,LORONG DESA ILMU 4,Terrace House - corner lot,Leasehold,1,-,"2,826 sq. ft.",-,"RM 370,000",RM 131
"TAMAN DESA ILMU, Kota Samarahan, Sarawak",06/12/2022,LORONG DESA ILMU 22M1B2B,Terrace House - intermediate,Leasehold,2,-,"1,946 sq. ft.",-,"RM 285,000",RM 146
"TAMAN DESA ILMU, Kota Samarahan, Sarawak",23/11/2022,LORONG DESA ILMU 22A2A,Terrace House - intermediate,Leasehold,1,-,"1,802 sq. ft.",-,"RM 300,000",RM 166
"TAMAN DESA ILMU, Kota Samarahan, Sarawak",17/11/2022,LORONG DESA ILMU 22,Semi D,Leasehold,1,-,"6,240 sq. ft.",-,"RM 500,000",RM 80
"TAMAN DESA ILMU, Kota Samarahan, Sarawak",17/11/2022,LORONG DESA ILMU 22E12A,Terrace House - intermediate,Freehold,1,-,"1,947 sq. ft.",-,"RM 360,000",RM 185
"TAMAN DESA ILMU, Kota Samarahan, Sarawak",07/11/2022,LORAONG DESA ILMU,Semi D,Leasehold,1,-,"8,890 sq. ft.",-,"RM 550,000",RM 62
"TAMAN DESA ILMU, Kota Samarahan, Sarawak",03/11/2022,FASA 24,Terrace House - end lot,Leasehold,1,-,"3,254 sq. ft.",-,"RM 420,000",RM 129
"TAMAN DESA ILMU, Kota Samarahan, Sarawak",14/10/2022,LORONG DESA ILMU 7,Terrace House - intermediate,Leasehold,2,-,888 sq. ft.,-,"RM 225,000",RM 253
"TAMAN DESA ILMU, Kota Samarahan, Sarawak",28/09/2022,LORONG DESA ILMU 12B5,Terrace House - intermediate,Leasehold,1,-,"1,911 sq. ft.",-,"RM 330,000",RM 173
"TAMAN PANTAI SEPANG PUTRA, Sepang, Selangor",05/01/2023,JALAN MURAI 9,Terrace House - intermediate,Freehold,1,-,"1,496 sq. ft.",-,"RM 150,000",RM 100
"TAMAN PANTAI SEPANG PUTRA, Sepang, Selangor",05/01/2023,JALAN RAJA UDANG 6,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 380,000",RM 247
"TAMAN PANTAI SEPANG PUTRA, Sepang, Selangor",04/01/2023,JALAN HELANG TIRAM 2,Semi D,Freehold,1,-,"3,886 sq. ft.",-,"RM 380,000",RM 98
"TAMAN PANTAI SEPANG PUTRA, Sepang, Selangor",30/12/2022,JALAN HELANG SIPUT 8,Semi D,Freehold,1,-,"3,391 sq. ft.",-,"RM 330,000",RM 97
"TAMAN PANTAI SEPANG PUTRA, Sepang, Selangor",27/12/2022,JALAN MURAI 18,Cluster House,Freehold,1,-,"1,496 sq. ft.",-,"RM 179,000",RM 120
"TAMAN PANTAI SEPANG PUTRA, Sepang, Selangor",14/12/2022,JALAN KEDIDI 15,Terrace House - intermediate,Freehold,1,-,"1,098 sq. ft.",-,"RM 45,000",RM 41
"TAMAN PANTAI SEPANG PUTRA, Sepang, Selangor",13/12/2022,JALAN RAJA UDANG 9,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 450,000",RM 292
"TAMAN PANTAI SEPANG PUTRA, Sepang, Selangor",05/12/2022,JALAN TASIK BERINGIN 9,Bungalow,Freehold,1,-,"6,622 sq. ft.",-,"RM 500,000",RM 76
"TAMAN PANTAI SEPANG PUTRA, Sepang, Selangor",30/11/2022,JALAN KEDIDI 12,Terrace House - intermediate,Freehold,1,-,"1,098 sq. ft.",-,"RM 40,000",RM 36
"TAMAN PANTAI SEPANG PUTRA, Sepang, Selangor",30/11/2022,JALAN HELANG TIRAM 2,Semi D,Freehold,1,-,"2,799 sq. ft.",-,"RM 315,000",RM 113
"TAMAN RIA JAYA FASA 2, Sungai Petani, Kedah",01/02/2023,JALAN BUNGA RAMPAI 3,Terrace House - intermediate,Freehold,1,-,"1,200 sq. ft.",-,"RM 50,000",RM 42
"TAMAN RIA JAYA FASA 2, Sungai Petani, Kedah",20/01/2023,LORONG INANG 3,Terrace House - intermediate,Freehold,1,-,"1,200 sq. ft.",-,"RM 200,000",RM 167
"TAMAN RIA JAYA FASA 2, Sungai Petani, Kedah",04/01/2023,LORONG BUNGA RAMPAI 2,Terrace House - intermediate,Freehold,1,-,"1,200 sq. ft.",-,"RM 200,000",RM 167
"TAMAN RIA JAYA FASA 2, Sungai Petani, Kedah",23/12/2022,LORONG INANG 9/3,Terrace House - intermediate,Freehold,1,-,"1,200 sq. ft.",-,"RM 175,000",RM 146
"TAMAN RIA JAYA FASA 2, Sungai Petani, Kedah",21/12/2022,LORONG KUDA KEPANG 4,Terrace House - intermediate,Freehold,1,-,"1,195 sq. ft.",-,"RM 160,000",RM 134
"TAMAN RIA JAYA FASA 2, Sungai Petani, Kedah",16/12/2022,LORONG INANG 8,Terrace House - intermediate,Freehold,1,-,"1,500 sq. ft.",-,"RM 180,000",RM 120
"TAMAN RIA JAYA FASA 2, Sungai Petani, Kedah",13/12/2022,LORONG SERAMPANG 7,Terrace House - intermediate,Freehold,1,-,"1,202 sq. ft.",-,"RM 130,000",RM 108
"TAMAN RIA JAYA FASA 2, Sungai Petani, Kedah",08/12/2022,LORONG INANG 9/3,Terrace House - intermediate,Freehold,1,-,"1,200 sq. ft.",-,"RM 130,000",RM 108
"TAMAN RIA JAYA FASA 2, Sungai Petani, Kedah",02/12/2022,LORONG BUNGA RAMPAI 2,Terrace House - corner lot,Freehold,1,-,"2,287 sq. ft.",-,"RM 249,000",RM 109
"TAMAN RIA JAYA FASA 2, Sungai Petani, Kedah",10/11/2022,LORONG BUNGA RAMPAI 11,Terrace House - intermediate,Freehold,1,-,"1,200 sq. ft.",-,"RM 140,000",RM 117
"LAMAN SETIA, Iskandar Puteri (Nusajaya), Johor",12/02/2023,JALAN LAMAN SETIA 3/6,Terrace House - intermediate,Freehold,1,-,"1,540 sq. ft.",-,"RM 480,000",RM 312
"LAMAN SETIA, Iskandar Puteri (Nusajaya), Johor",30/01/2023,JALAN LAMAN SETIA 3/5,Terrace House - intermediate,Freehold,2,-,"1,680 sq. ft.",-,"RM 580,000",RM 345
"LAMAN SETIA, Iskandar Puteri (Nusajaya), Johor",28/12/2022,JALAN LAMAN SETIA 2/2,Terrace House - intermediate,Freehold,2,-,"1,080 sq. ft.",-,"RM 350,000",RM 324
"LAMAN SETIA, Iskandar Puteri (Nusajaya), Johor",02/12/2022,LAMAN SETIA,Terrace House - intermediate,Freehold,2,-,"1,080 sq. ft.",-,"RM 380,000",RM 352
"LAMAN SETIA, Iskandar Puteri (Nusajaya), Johor",24/11/2022,JALAN LAMAN SETIA 5/14,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 510,000",RM 365
"LAMAN SETIA, Iskandar Puteri (Nusajaya), Johor",24/11/2022,JALAN LAMAN SETIA 2/10,Terrace House - intermediate,Freehold,2,-,"1,080 sq. ft.",-,"RM 380,000",RM 352
"LAMAN SETIA, Iskandar Puteri (Nusajaya), Johor",23/11/2022,JALAN LAMAN SETIA 3/4,Terrace House - intermediate,Freehold,2,-,"1,680 sq. ft.",-,"RM 550,000",RM 327
"LAMAN SETIA, Iskandar Puteri (Nusajaya), Johor",14/11/2022,JALAN LAMAN SETIA 3/2,Terrace House - intermediate,Freehold,1,-,"1,540 sq. ft.",-,"RM 499,000",RM 324
"LAMAN SETIA, Iskandar Puteri (Nusajaya), Johor",31/10/2022,JALAN LAMAN SETIA 3/8,Terrace House - intermediate,Freehold,1,-,"1,540 sq. ft.",-,"RM 447,000",RM 290
"LAMAN SETIA, Iskandar Puteri (Nusajaya), Johor",27/10/2022,JALAN JENTAYU,Terrace House - intermediate,Freehold,2,-,"1,302 sq. ft.",-,"RM 559,300",RM 430
"TAMAN SUTERA, Perling, Johor",01/03/2023,JALAN SUTERA BIRU 5,Terrace House - corner lot,Freehold,1.5,-,"3,488 sq. ft.",-,"RM 500,000",RM 143
"TAMAN SUTERA, Perling, Johor",08/02/2023,JALAN SUTERA BIRU 6,Terrace House - intermediate,Freehold,1.5,-,"1,808 sq. ft.",-,"RM 548,000",RM 303
"TAMAN SUTERA, Perling, Johor",02/02/2023,JALAN SUTERA KUNING 2,Terrace House - intermediate,Freehold,2,-,"1,765 sq. ft.",-,"RM 680,000",RM 385
"TAMAN SUTERA, Perling, Johor",01/02/2023,JALAN SUTERA HIJAU 15,Terrace House - intermediate,Freehold,1,-,"1,647 sq. ft.",-,"RM 460,000",RM 279
"TAMAN SUTERA, Perling, Johor",10/01/2023,JALAN SUTERA KUNING 2,Terrace House - intermediate,Freehold,2,-,"1,765 sq. ft.",-,"RM 670,000",RM 380
"TAMAN SUTERA, Perling, Johor",05/01/2023,JALAN SUTERA JINGGA 4,Semi D,Freehold,2,-,"4,704 sq. ft.",-,"RM 1,080,000",RM 230
"TAMAN SUTERA, Perling, Johor",06/12/2022,JALAN SUTERA UNGU 3,Terrace House - intermediate,Freehold,2,-,"1,916 sq. ft.",-,"RM 830,000",RM 433
"TAMAN SUTERA, Perling, Johor",30/11/2022,JALAN SUTERA HIJAU 11,Terrace House - corner lot,Freehold,1,-,"2,476 sq. ft.",-,"RM 500,000",RM 202
"TAMAN SUTERA, Perling, Johor",23/11/2022,JALAN SUTERA HIJAU 16,Terrace House - end lot,Freehold,1,-,"2,519 sq. ft.",-,"RM 590,000",RM 234
"TAMAN SUTERA, Perling, Johor",05/11/2022,JALAN SUTERA HIJAU 16,Terrace House - intermediate,Freehold,1,-,"1,647 sq. ft.",-,"RM 485,000",RM 294
"PANORAMA LAPANGAN PERDANA, Ipoh, Perak",31/01/2023,LAPANGAN PERDANA 15,Terrace House - intermediate,Freehold,2,-,"1,400 sq. ft.",-,"RM 355,000",RM 254
"PANORAMA LAPANGAN PERDANA, Ipoh, Perak",18/01/2023,LALUAN LAPANGAN PERDANA 3,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 338,000",RM 242
"PANORAMA LAPANGAN PERDANA, Ipoh, Perak",13/01/2023,PANORAMA LAPANGAN PERDANA 33,Terrace House - intermediate,Freehold,3,-,"1,539 sq. ft.",-,"RM 455,000",RM 296
"PANORAMA LAPANGAN PERDANA, Ipoh, Perak",06/01/2023,HALA LAPANGAN PERDANA 8,Terrace House - corner lot,Freehold,1,-,"2,734 sq. ft.",-,"RM 300,000",RM 110
"PANORAMA LAPANGAN PERDANA, Ipoh, Perak",03/01/2023,HALA LAPANGAN PERDANA 6,Terrace House - intermediate,Freehold,1.5,-,"1,399 sq. ft.",-,"RM 280,000",RM 200
"PANORAMA LAPANGAN PERDANA, Ipoh, Perak",29/12/2022,HALA LAPANGAN PERDANA 8,Terrace House - intermediate,Freehold,1,-,"1,399 sq. ft.",-,"RM 260,000",RM 186
"PANORAMA LAPANGAN PERDANA, Ipoh, Perak",20/12/2022,LAPANGAN PERDANA 8,Terrace House - corner lot,Freehold,2,-,"3,391 sq. ft.",-,"RM 870,000",RM 257
"PANORAMA LAPANGAN PERDANA, Ipoh, Perak",19/12/2022,LAPANGAN PERDANA 4A,Semi D,Freehold,2,-,"3,358 sq. ft.",-,"RM 746,000",RM 222
"PANORAMA LAPANGAN PERDANA, Ipoh, Perak",14/11/2022,LAPANGAN PERDANA 38,Terrace House - intermediate,Freehold,2.5,-,"1,539 sq. ft.",-,"RM 500,000",RM 325
"PANORAMA LAPANGAN PERDANA, Ipoh, Perak",09/11/2022,LAPANGAN PERDANA 24,Terrace House - intermediate,Freehold,2.5,-,"1,539 sq. ft.",-,"RM 320,000",RM 208
"OVERSEAS UNION GARDEN, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",19/01/2023,JALAN HUJAN EMAS 5,Bungalow,Freehold,2,-,"4,456 sq. ft.",-,"RM 2,525,000",RM 567
"OVERSEAS UNION GARDEN, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",20/12/2022,JALAN HUJAN MANIK,Terrace House - intermediate,Freehold,2,-,"1,206 sq. ft.",-,"RM 880,000",RM 730
"OVERSEAS UNION GARDEN, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",20/12/2022,JALAN HUJAN MANIK,Terrace House - intermediate,Freehold,2,-,"1,658 sq. ft.",-,"RM 855,000",RM 516
"OVERSEAS UNION GARDEN, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",01/12/2022,JALAN HUJAN BUBUK 5,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 880,000",RM 534
"OVERSEAS UNION GARDEN, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",25/11/2022,JALAN HUJAN ABU 6,Terrace House - intermediate,Freehold,2,-,"1,658 sq. ft.",-,"RM 1,000,000",RM 603
"OVERSEAS UNION GARDEN, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",21/11/2022,JALAN HUJAN EMAS 9,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 850,000",RM 516
"OVERSEAS UNION GARDEN, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",16/11/2022,JALAN HUJAN EMAS 1,Bungalow,Freehold,2,-,"7,545 sq. ft.",-,"RM 2,670,000",RM 354
"OVERSEAS UNION GARDEN, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",08/11/2022,JALAN HUJAN EMAS 8,Terrace House - intermediate,Freehold,2,-,"1,658 sq. ft.",-,"RM 780,000",RM 470
"OVERSEAS UNION GARDEN, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",07/11/2022,JALAN HUJAN BUBUK 6,Terrace House - end lot,Freehold,2,-,"1,647 sq. ft.",-,"RM 830,000",RM 504
"OVERSEAS UNION GARDEN, Jalan Klang Lama (Old Klang Road), Kuala Lumpur",13/10/2022,JALAN HUJAN MANIK,Terrace House - intermediate,Freehold,2,-,"1,647 sq. ft.",-,"RM 860,000",RM 522
"TAMAN TANJUNG MINYAK PERDANA, Tanjong Minyak, Melaka",15/02/2023,JALAN ZUHAL 5,Terrace House - corner lot,Leasehold,1,-,"1,798 sq. ft.",-,"RM 305,000",RM 170
"TAMAN TANJUNG MINYAK PERDANA, Tanjong Minyak, Melaka",04/02/2023,JALAN ZUHAL 5,Terrace House - intermediate,Leasehold,1,-,"1,798 sq. ft.",-,"RM 305,000",RM 170
"TAMAN TANJUNG MINYAK PERDANA, Tanjong Minyak, Melaka",06/01/2023,JALAN CAHAYA 6,Town House,Leasehold,2,-,764 sq. ft.,-,"RM 130,000",RM 170
"TAMAN TANJUNG MINYAK PERDANA, Tanjong Minyak, Melaka",06/01/2023,JALAN KEJORA 6,Terrace House - intermediate,Leasehold,1,-,"1,647 sq. ft.",-,"RM 300,000",RM 182
"TAMAN TANJUNG MINYAK PERDANA, Tanjong Minyak, Melaka",16/12/2022,JALAN KEJORA 3,Terrace House - intermediate,Leasehold,1,-,"1,647 sq. ft.",-,"RM 300,000",RM 182
"TAMAN TANJUNG MINYAK PERDANA, Tanjong Minyak, Melaka",12/12/2022,JALAN CAHAYA 8,Town House,Leasehold,2,-,761 sq. ft.,-,"RM 140,000",RM 184
"TAMAN TANJUNG MINYAK PERDANA, Tanjong Minyak, Melaka",02/12/2022,JALAN ZUHAL 8,Terrace House - intermediate,Leasehold,1,-,"1,798 sq. ft.",-,"RM 300,000",RM 167
"TAMAN TANJUNG MINYAK PERDANA, Tanjong Minyak, Melaka",01/12/2022,JALAN ZUHAL 1,Terrace House - end lot,Leasehold,1,-,"2,723 sq. ft.",-,"RM 350,000",RM 129
"TAMAN TANJUNG MINYAK PERDANA, Tanjong Minyak, Melaka",23/11/2022,JALAN ZUHAL 6,Terrace House - intermediate,Leasehold,1,-,"1,798 sq. ft.",-,"RM 580,000",RM 323
"TAMAN TANJUNG MINYAK PERDANA, Tanjong Minyak, Melaka",17/11/2022,JALAN CAHAYA 7,Town House,Leasehold,2,-,764 sq. ft.,-,"RM 120,000",RM 157
"BANDAR BARU SETIA AWAN PERDANA, Sitiawan, Perak",01/02/2023,JALAN RESIDEN 1/11,Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 190,000",RM 146
"BANDAR BARU SETIA AWAN PERDANA, Sitiawan, Perak",16/12/2022,JALAN RESIDEN 2/22,Cluster House,Freehold,1,-,"1,981 sq. ft.",-,"RM 230,000",RM 116
"BANDAR BARU SETIA AWAN PERDANA, Sitiawan, Perak",24/11/2022,"JALAN RESIDEN 8/19, RESIDEN 8",Terrace House - corner lot,Freehold,1,-,"3,488 sq. ft.",-,"RM 303,000",RM 87
"BANDAR BARU SETIA AWAN PERDANA, Sitiawan, Perak",01/11/2022,JALAN RESIDEN 1/8,Terrace House - end lot,Freehold,1,-,"1,302 sq. ft.",-,"RM 220,000",RM 169
"BANDAR BARU SETIA AWAN PERDANA, Sitiawan, Perak",01/11/2022,JALAN RESIDEN 2/23,Cluster House,Freehold,1,-,"1,981 sq. ft.",-,"RM 250,000",RM 126
"BANDAR BARU SETIA AWAN PERDANA, Sitiawan, Perak",31/10/2022,JALAN RESIDEN 2/17,Cluster House,Freehold,1,-,"1,981 sq. ft.",-,"RM 209,000",RM 106
"BANDAR BARU SETIA AWAN PERDANA, Sitiawan, Perak",01/10/2022,"JALAN RESIDEN 1/20, RESIDEN 1",Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 200,000",RM 154
"BANDAR BARU SETIA AWAN PERDANA, Sitiawan, Perak",13/09/2022,"JALAN RESIDEN 8/2, RESIDEN 8",Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 208,800",RM 160
"BANDAR BARU SETIA AWAN PERDANA, Sitiawan, Perak",26/08/2022,PHASE 2D,Cluster House,Leasehold,1,-,"2,411 sq. ft.",-,"RM 278,000",RM 115
"BANDAR BARU SETIA AWAN PERDANA, Sitiawan, Perak",08/08/2022,JALAN RESIDEN 2/16,Cluster House,Freehold,1,-,"1,981 sq. ft.",-,"RM 215,000",RM 109
"PUSAT BANDAR PUCHONG, Puchong, Selangor",28/02/2023,JALAN WAWASAN 4/6,Terrace House - intermediate,Freehold,2,-,"1,565 sq. ft.",-,"RM 1,100,000",RM 703
"PUSAT BANDAR PUCHONG, Puchong, Selangor",08/02/2023,JALAN WAWASAN 4/3,Terrace House - intermediate,Freehold,2,-,"1,650 sq. ft.",-,"RM 865,000",RM 524
"PUSAT BANDAR PUCHONG, Puchong, Selangor",08/02/2023,JALAN WAWASAN 3/8,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 708,000",RM 506
"PUSAT BANDAR PUCHONG, Puchong, Selangor",13/01/2023,JALAN WAWASAN 4/9,Terrace House - intermediate,Freehold,2,-,"1,650 sq. ft.",-,"RM 895,000",RM 542
"PUSAT BANDAR PUCHONG, Puchong, Selangor",06/01/2023,JALAN WAWASAN 2/17,Terrace House - end lot,Freehold,2,-,"2,099 sq. ft.",-,"RM 848,000",RM 404
"PUSAT BANDAR PUCHONG, Puchong, Selangor",20/12/2022,JALAN WAWASAN 2/4,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 688,000",RM 492
"PUSAT BANDAR PUCHONG, Puchong, Selangor",05/12/2022,JALAN WAWASAN 1/3,Terrace House - intermediate,Freehold,2,-,"1,399 sq. ft.",-,"RM 700,000",RM 500
"PUSAT BANDAR PUCHONG, Puchong, Selangor",21/11/2022,JALAN WAWASAN 4/8,Terrace House - corner lot,Freehold,2,-,"4,088 sq. ft.",-,"RM 1,500,000",RM 367
"PUSAT BANDAR PUCHONG, Puchong, Selangor",17/11/2022,JALAN WAWASAN 3/13,Terrace House - intermediate,Freehold,2,-,"1,173 sq. ft.",-,"RM 780,000",RM 665
"PUSAT BANDAR PUCHONG, Puchong, Selangor",14/11/2022,JALAN WAWASAN 1/2,Terrace House - intermediate,Freehold,2,-,"1,173 sq. ft.",-,"RM 670,000",RM 571
"TAMAN MEWAH JAYA, Klang, Selangor",07/02/2023,JALAN SAMARINDA 28,Terrace House - intermediate,Freehold,2,-,"1,098 sq. ft.",-,"RM 490,000",RM 446
"TAMAN MEWAH JAYA, Klang, Selangor",18/01/2023,LORONG DATO YUSOF SHAHBUDIN 44A,Terrace House - intermediate,Freehold,1,-,"1,402 sq. ft.",-,"RM 400,000",RM 285
"TAMAN MEWAH JAYA, Klang, Selangor",03/01/2023,LORONG DATO YUSUF SHAHBUDIN 44C,Terrace House - intermediate,Freehold,1,-,"1,300 sq. ft.",-,"RM 306,300",RM 236
"TAMAN MEWAH JAYA, Klang, Selangor",30/12/2022,LORONG SAMARINDA 29D,Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 400,000",RM 307
"TAMAN MEWAH JAYA, Klang, Selangor",16/12/2022,JALAN SAMARINDA 27,Terrace House - intermediate,Freehold,1,-,"1,098 sq. ft.",-,"RM 400,000",RM 364
"TAMAN MEWAH JAYA, Klang, Selangor",09/12/2022,LORONG SAMARINDA 29,Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 470,000",RM 361
"TAMAN MEWAH JAYA, Klang, Selangor",06/12/2022,LORONG DATO YUSUF SHAHBUDDIN 45E,Terrace House - intermediate,Freehold,1,-,"1,100 sq. ft.",-,"RM 410,000",RM 373
"TAMAN MEWAH JAYA, Klang, Selangor",24/11/2022,JALAN SAMARINDA 29,Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 380,000",RM 292
"TAMAN MEWAH JAYA, Klang, Selangor",23/11/2022,JALAN SAMARINDA 29,Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 450,000",RM 346
"TAMAN MEWAH JAYA, Klang, Selangor",21/11/2022,JALAN SAMARINDA 29,Terrace House - intermediate,Freehold,1,-,"1,302 sq. ft.",-,"RM 300,000",RM 230
"LAMAN HARIS @ ECO GRANDEUR, Ijok, Selangor",28/02/2023,JALAN ECO GRANDEUR 12/1D,Terrace House - intermediate,Leasehold,2,-,"1,399 sq. ft.",-,"RM 250,000",RM 179
"LAMAN HARIS @ ECO GRANDEUR, Ijok, Selangor",28/02/2023,JALAN ECO GRANDEUR 13/1K,Terrace House - intermediate,Leasehold,2,-,"1,399 sq. ft.",-,"RM 250,000",RM 179
"LAMAN HARIS @ ECO GRANDEUR, Ijok, Selangor",01/02/2023,JALAN ECO GRANDEUR 13/1G,Terrace House - intermediate,Leasehold,2,-,"1,399 sq. ft.",-,"RM 497,000",RM 355
"LAMAN HARIS @ ECO GRANDEUR, Ijok, Selangor",27/01/2023,JALAN ECO GRANDEUR 12/1G,Terrace House - intermediate,Leasehold,2,-,"1,399 sq. ft.",-,"RM 390,000",RM 279
"LAMAN HARIS @ ECO GRANDEUR, Ijok, Selangor",19/01/2023,JALAN ECO GRANDEUR 13/1F,Terrace House - intermediate,Leasehold,2,-,"1,399 sq. ft.",-,"RM 250,000",RM 179
"LAMAN HARIS @ ECO GRANDEUR, Ijok, Selangor",08/11/2022,JALAN ECO GRANDEUR 12/1C,Terrace House - intermediate,Leasehold,2,-,"1,399 sq. ft.",-,"RM 280,000",RM 200
"LAMAN HARIS @ ECO GRANDEUR, Ijok, Selangor",02/11/2022,JALAN ECO GRANDEUR 13/1H,Terrace House - intermediate,Leasehold,2,-,"1,399 sq. ft.",-,"RM 540,000",RM 386
"LAMAN HARIS @ ECO GRANDEUR, Ijok, Selangor",12/10/2022,JALAN ECO GRANDEUR 13/1E,Terrace House - end lot,Leasehold,2,-,"1,399 sq. ft.",-,"RM 495,000",RM 354
"LAMAN HARIS @ ECO GRANDEUR, Ijok, Selangor",22/09/2022,JALAN ECO GRANDEUR 13/1F,Terrace House - end lot,Leasehold,2,-,"1,399 sq. ft.",-,"RM 250,000",RM 179
"LAMAN HARIS @ ECO GRANDEUR, Ijok, Selangor",20/09/2022,JALAN ECO GRANDEUR 13/1L,Terrace House - end lot,Leasehold,2,-,"1,399 sq. ft.",-,"RM 490,000",RM 350
"TAMAN BUKIT KEMPAS, Tampoi, Johor",23/02/2023,JALAN BUKIT KEMPAS 2/8,Terrace House - intermediate,Freehold,2,-,"2,504 sq. ft.",-,"RM 700,000",RM 280
"TAMAN BUKIT KEMPAS, Tampoi, Johor",11/01/2023,JALAN BUKIT KEMPAS 2/9,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 480,000",RM 312
"TAMAN BUKIT KEMPAS, Tampoi, Johor",06/01/2023,JALAN BUKIT KEMPAS 2/12,Terrace House - intermediate,Freehold,2,-,"1,539 sq. ft.",-,"RM 330,000",RM 214
"TAMAN BUKIT KEMPAS, Tampoi, Johor",20/12/2022,JALAN BUKIT KEMPAS 2/7,Terrace House - intermediate,Freehold,2,-,"2,303 sq. ft.",-,"RM 598,000",RM 260
"TAMAN BUKIT KEMPAS, Tampoi, Johor",15/12/2022,JALAN BUKIT KEMPAS 1/2,Terrace House - intermediate,Freehold,1,-,990 sq. ft.,-,"RM 250,000",RM 253
"TAMAN BUKIT KEMPAS, Tampoi, Johor",22/11/2022,JALAN BUKIT KEMPAS 2,Terrace House - intermediate,Freehold,2,-,"2,240 sq. ft.",-,"RM 488,000",RM 218
"TAMAN BUKIT KEMPAS, Tampoi, Johor",18/11/2022,JALAN BUKIT KEMPAS 1/4,Terrace House - intermediate,Freehold,1,-,990 sq. ft.,-,"RM 215,000",RM 217
"TAMAN BUKIT KEMPAS, Tampoi, Johor",14/11/2022,JALAN BUKIT KEMPAS 2/6,Terrace House - intermediate,Freehold,2,-,"2,390 sq. ft.",-,"RM 465,000",RM 195
"TAMAN BUKIT KEMPAS, Tampoi, Johor",07/11/2022,JALAN BUKIT KEMPAS 4/14,Terrace House - intermediate,Freehold,2,-,"1,302 sq. ft.",-,"RM 500,000",RM 384
